Roll_No,Name,Result,Attendance,Assignment_Score,Project_Marks
2472,Ritika Gupta,55.0,75.37,15,26
2473,Sahil Sharma,,93.57,15,22
2474,Harsh Sharma,44.0,62.15,17,25
2475,Krishna Patel,65.0,78.44,9,20
2476,Vivek Sharma,99.0,82.31,6,13
2477,Aman Singh,88.0,93.11,17,15
2478,Krishna Singh,71.0,95.45,17,10
2479,Vivek Patel,78.0,88.81,15,15
2480,Ankit Sharma,87.0,82.48,8,18
2481,Raj Patel,61.0,61.88,15,13
2482,Vivek Sharma,46.0,87.99,17,22
2483,Aman Sharma,52.0,71.96,15,6
2484,Harsh Gupta,70.0,99.19,3,22
2485,Aditya Sharma,82.0,54.96,4,2
2486,Rohit Sharma,73.0,88.58,18,8
2487,Rohit Verma,40.0,63.86,4,18
2488,Vivek Gupta,86.0,89.96,5,14
2489,Rohit Patel,55.0,79.93,6,21
2490,Sahil Patel,78.0,79.86,14,19
2491,Meena Sharma,81.0,73.89,1,15
2492,Rahul Yadav,68.0,87.74,20,26
2493,Kunal Gupta,40.0,67.06,18,12
2494,Anjali Verma,,56.02,14,6
2495,Lalit Gupta,57.0,78.78,3,22
2496,Lalit Sharma,41.0,58.19,15,25
2497,Kunal Yadav,85.0,89.61,17,17
2498,Sahil Patel,80.0,81.8,11,20
2499,Priya Yadav,51.0,68.64,16,4
2500,Sahil Yadav,88.0,54.79,20,9
2501,Rahul Patel,94.0,72.89,18,21
2502,Aditya Yadav,99.0,51.83,17,9
2503,Simran Sharma,,95.44,4,24
2504,Priya Sharma,99.0,77.27,16,18
2505,Meena Verma,72.0,84.16,0,20
2506,Kunal Gupta,96.0,66.93,9,30
2507,Anjali Verma,98.0,84.74,18,25
2508,Shichan Verma,77.0,70.85,6,23
2509,Meena Gupta,99.0,72.86,8,28
2510,Ankit Yadav,87.0,76.09,16,29
2511,Sartak Patel,98.0,55.44,20,11
2512,Ritika Gupta,81.0,54.93,12,29
2513,Priya Patel,43.0,94.71,5,0
2514,Rohit Sharma,92.0,50.78,9,0
2515,Ankit Sharma,99.0,62.89,0,11
2516,Nobita Gupta,46.0,54.94,13,21
2517,Ritika Verma,82.0,51.16,11,18
2518,Aman Patel,57.0,69.12,9,17
2519,Shichan Singh,96.0,69.59,15,5
2520,Simran Verma,61.0,84.56,8,18
2521,Simran Patel,47.0,90.56,19,25
2522,Ankit Yadav,56.0,65.05,19,26
2523,Vivek Patel,96.0,77.87,11,15
2524,Shichan Sharma,82.0,99.41,2,16
2525,Rohit Verma,56.0,80.56,1,12
2526,Raj Gupta,73.0,61.89,5,9
2527,Lalit Yadav,55.0,62.4,15,3
2528,Sneha Singh,45.0,81.26,11,13
2529,Aditya Yadav,44.0,94.35,12,6
2530,Aditya Gupta,45.0,96.66,12,30
2531,Krishna Yadav,72.0,74.4,0,28
2532,Krishna Yadav,90.0,68.76,11,8
2533,Anjali Sharma,60.0,85.71,5,17
2534,Meena Verma,93.0,98.06,3,10
2535,Akash Verma,87.0,74.2,14,24
2536,Ankit Verma,66.0,84.85,12,20
2537,Sartak Sharma,62.0,83.85,17,13
2538,Vivek Patel,40.0,85.57,3,23
2539,Vivek Yadav,85.0,50.86,12,15
2540,Anjali Sharma,50.0,77.53,5,6
2541,Simran Patel,62.0,74.9,15,29
2542,Kavita Singh,47.0,74.09,5,29
2543,Kavita Patel,45.0,99.0,20,2
2544,Krishna Yadav,70.0,57.11,20,21
2545,Rahul Singh,99.0,97.34,12,16
2546,Rahul Gupta,97.0,93.25,2,11
2547,Krishna Yadav,49.0,87.71,5,0
2548,Anjali Patel,56.0,93.98,14,22
2549,Aman Gupta,58.0,71.3,12,6
2550,Ankit Singh,96.0,81.42,12,11
2551,Akash Patel,63.0,94.96,19,20
2552,Meena Yadav,54.0,70.05,6,24
2553,Harsh Yadav,97.0,97.07,8,15
2554,Akash Singh,62.0,61.0,1,6
2555,Sneha Patel,64.0,52.37,6,15
2556,Aditya Singh,74.0,78.2,5,28
2557,Sartak Singh,79.0,61.66,8,7
2558,Karan Patel,70.0,64.65,13,0
2559,Priya Patel,74.0,72.77,10,19
2560,Sneha Gupta,88.0,84.36,10,6
2561,Karan Singh,54.0,79.96,4,1
2562,Prince Patel,98.0,84.35,1,19
2563,Raj Gupta,91.0,79.47,9,7
2564,Aditya Patel,75.0,65.15,6,14
2565,Shichan Singh,40.0,94.77,15,30
2566,Anjali Yadav,93.0,65.43,13,2
2567,Anjali Verma,50.0,83.05,3,29
2568,Simran Patel,53.0,64.64,10,12
2569,Sneha Singh,64.0,98.14,12,17
2570,Ritika Sharma,76.0,98.8,18,30
2571,Harsh Sharma,83.0,62.01,15,17
2572,Kavita Yadav,64.0,75.92,6,4
2573,Simran Singh,81.0,83.73,6,17
2574,Karan Yadav,84.0,76.32,7,10
2575,Kavita Sharma,40.0,77.03,7,3
2576,Meena Patel,76.0,59.86,16,15
2577,Kunal Singh,83.0,65.11,14,3
2578,Meena Sharma,90.0,54.91,10,22
2579,Aman Verma,49.0,77.04,1,0
2580,Shichan Yadav,70.0,54.06,18,30
2581,Ritika Verma,66.0,58.89,6,25
2582,Harsh Verma,98.0,60.7,1,6
2583,Anjali Gupta,74.0,84.55,11,8
2584,Aman Singh,87.0,61.14,12,23
2585,Lalit Yadav,50.0,63.2,13,8
2586,Lalit Patel,,77.11,15,16
2587,Aditya Singh,54.0,65.78,8,2
2588,Ritika Sharma,69.0,52.48,13,22
2589,Aditya Gupta,65.0,74.7,18,7
2590,Ankit Patel,86.0,58.08,2,11
2591,Meena Singh,97.0,74.33,13,13
2592,Simran Patel,64.0,75.75,10,12
2593,Kavita Singh,74.0,61.99,16,22
2594,Lalit Patel,41.0,89.51,18,0
2595,Anjali Sharma,78.0,75.7,4,16
2596,Lalit Yadav,45.0,66.74,9,9
2597,Kunal Sharma,64.0,62.77,15,18
2598,Sartak Verma,72.0,93.25,16,0
2599,Karan Patel,95.0,83.25,0,9
2600,Rahul Sharma,73.0,83.71,13,17
2601,Harsh Singh,46.0,88.12,20,28
2602,Anjali Yadav,49.0,71.52,16,18
2603,Lalit Verma,90.0,81.26,5,2
2604,Harsh Patel,98.0,95.32,2,21
2605,Nobita Patel,80.0,84.21,2,7
2606,Sahil Patel,95.0,72.2,0,1
2607,Rohit Sharma,52.0,72.02,7,26
2608,Aman Gupta,73.0,59.85,13,3
2609,Simran Patel,69.0,75.84,4,10
2610,Meena Yadav,87.0,53.51,6,4
2611,Aman Singh,84.0,57.16,0,9
2612,Prince Sharma,65.0,96.49,3,28
2613,Krishna Verma,60.0,51.08,2,28
2614,Lalit Verma,61.0,64.58,3,25
2615,Aman Gupta,76.0,55.15,9,27
2616,Vivek Gupta,45.0,65.87,0,24
2617,Akash Gupta,46.0,66.73,8,9
2618,Aditya Gupta,90.0,53.21,2,26
2619,Ritika Singh,88.0,70.95,13,2
2620,Meena Verma,91.0,55.23,20,11
2621,Aditya Verma,92.0,86.0,4,17
2622,Akash Gupta,68.0,98.75,11,26
2623,Raj Verma,93.0,51.47,17,19
2624,Simran Singh,55.0,51.53,5,2
2625,Shichan Sharma,97.0,69.46,17,10
2626,Ankit Sharma,77.0,77.39,10,1
2627,Ankit Gupta,100.0,57.14,2,12
2628,Rahul Sharma,50.0,85.59,18,4
2629,Anjali Sharma,53.0,62.29,19,1
2630,Simran Singh,42.0,67.79,0,2
2631,Krishna Sharma,50.0,71.14,3,8
2632,Anjali Singh,57.0,53.7,19,0
2633,Sahil Gupta,53.0,95.32,4,14
2634,Nobita Yadav,84.0,66.96,17,18
2635,Harsh Sharma,54.0,66.74,5,12
2636,Aman Verma,87.0,98.68,5,10
2637,Ankit Singh,51.0,81.89,0,16
2638,Ritika Gupta,80.0,77.65,12,17
2639,Raj Sharma,69.0,96.51,20,0
2640,Aditya Patel,75.0,65.4,5,2
2641,Meena Singh,63.0,64.58,17,22
2642,Ankit Gupta,87.0,71.55,10,9
2643,Raj Yadav,84.0,91.32,12,7
2644,Harsh Gupta,80.0,77.35,6,19
2645,Simran Yadav,53.0,54.02,19,5
2646,Raj Gupta,78.0,53.28,4,19
2647,Prince Gupta,53.0,85.93,15,25
2648,Lalit Patel,100.0,51.8,3,24
2649,Kavita Patel,,53.81,5,22
2650,Sartak Sharma,,94.47,11,16
2651,Lalit Yadav,81.0,52.33,6,26
2652,Kavita Singh,60.0,54.59,15,25
2653,Rahul Yadav,49.0,75.31,12,2
2654,Sneha Gupta,71.0,73.39,1,14
2655,Karan Verma,53.0,53.68,6,22
2656,Kunal Sharma,50.0,73.47,0,10
2657,Sartak Singh,,78.72,11,12
2658,Anjali Patel,84.0,82.8,20,6
2659,Aditya Singh,99.0,92.09,15,19
2660,Aditya Sharma,86.0,77.59,17,5
2661,Raj Sharma,,57.83,13,18
2662,Harsh Sharma,56.0,53.23,8,12
2663,Harsh Singh,40.0,98.3,14,3
2664,Sahil Verma,,66.99,5,17
2665,Nobita Verma,46.0,65.89,6,3
2666,Krishna Sharma,62.0,65.87,19,20
2667,Aman Sharma,81.0,95.45,17,4
2668,Akash Sharma,84.0,68.97,5,11
2669,Karan Sharma,66.0,51.77,10,29
2670,Sneha Patel,42.0,82.28,4,23
2671,Krishna Yadav,64.0,69.31,3,19
2672,Krishna Patel,86.0,55.02,6,25
2673,Nobita Patel,79.0,56.86,7,15
2674,Nobita Yadav,45.0,93.99,0,23
2675,Ankit Singh,100.0,70.79,12,0
2676,Raj Gupta,86.0,97.09,17,17
2677,Ritika Gupta,87.0,70.04,10,12
2678,Rohit Singh,75.0,58.8,11,30
2679,Kunal Yadav,49.0,71.06,1,20
2680,Meena Patel,79.0,65.12,6,6
2681,Akash Gupta,79.0,98.52,12,8
2682,Nobita Gupta,83.0,51.93,9,28
2683,Kunal Sharma,98.0,67.44,18,3
2684,Kavita Gupta,85.0,90.74,14,16
2685,Harsh Verma,,79.69,8,1
2686,Krishna Singh,62.0,85.65,10,2
2687,Akash Patel,45.0,70.79,20,28
2688,Shichan Sharma,78.0,91.05,12,7
2689,Kunal Patel,55.0,86.44,10,18
2690,Vivek Yadav,,71.57,11,21
2691,Priya Yadav,,97.25,3,20
2692,Anjali Yadav,75.0,68.07,6,24
2693,Lalit Yadav,48.0,57.07,17,25
2694,Meena Patel,73.0,99.04,8,14
2695,Sahil Singh,85.0,81.25,19,4
2696,Kavita Sharma,98.0,95.4,5,3
2697,Karan Sharma,,87.85,15,11
2698,Lalit Gupta,52.0,95.72,6,22
2699,Ankit Singh,60.0,58.53,6,7
2700,Shichan Verma,53.0,66.91,12,10
2701,Meena Gupta,94.0,95.47,3,6
2702,Sartak Patel,41.0,94.86,14,15
2703,Simran Singh,56.0,62.05,8,9
2704,Akash Sharma,46.0,92.74,7,29
2705,Prince Patel,100.0,87.68,9,16
2706,Krishna Gupta,46.0,98.05,0,6
2707,Sahil Verma,89.0,50.32,6,27
2708,Meena Verma,53.0,84.67,1,2
2709,Vivek Patel,61.0,95.7,0,21
2710,Krishna Verma,42.0,79.44,5,18
2711,Harsh Gupta,61.0,86.67,14,18
2712,Ankit Yadav,99.0,78.66,12,6
2713,Vivek Gupta,64.0,73.54,10,22
2714,Simran Sharma,78.0,58.35,16,15
2715,Ankit Yadav,74.0,69.28,0,0
2716,Vivek Verma,96.0,93.38,5,23
2717,Raj Yadav,70.0,84.12,13,8
2718,Lalit Gupta,91.0,87.79,1,21
2719,Lalit Verma,43.0,57.32,16,14
2720,Vivek Patel,70.0,60.86,0,17
2721,Krishna Verma,44.0,54.67,9,15
2722,Prince Sharma,55.0,92.49,15,1
2723,Krishna Patel,74.0,95.75,0,8
2724,Kavita Singh,96.0,89.58,18,21
2725,Krishna Gupta,94.0,76.19,1,9
2726,Krishna Sharma,93.0,98.96,3,22
2727,Kavita Singh,92.0,88.78,4,23
2728,Karan Singh,54.0,80.9,4,4
2729,Raj Verma,75.0,63.41,11,27
2730,Shichan Sharma,51.0,67.99,4,0
2731,Aman Sharma,41.0,73.37,17,25
2732,Rahul Verma,75.0,77.09,15,24
2733,Meena Singh,68.0,77.85,16,12
2734,Prince Sharma,60.0,87.05,13,0
2735,Harsh Patel,59.0,71.66,5,21
2736,Shichan Patel,92.0,61.86,5,3
2737,Shichan Patel,96.0,51.84,4,3
2738,Prince Sharma,96.0,52.93,11,11
2739,Aman Patel,85.0,90.39,15,23
2740,Sahil Yadav,63.0,66.12,14,26
2741,Karan Gupta,80.0,92.08,18,4
2742,Kunal Verma,59.0,57.03,15,17
2743,Sneha Sharma,44.0,93.59,16,11
2744,Aditya Verma,100.0,78.75,0,21
2745,Sahil Patel,78.0,85.81,5,10
2746,Kavita Patel,72.0,93.9,13,12
2747,Aman Singh,84.0,96.24,9,0
2748,Raj Singh,74.0,99.71,18,30
2749,Akash Singh,64.0,87.22,12,27
2750,Priya Sharma,41.0,72.68,0,14
2751,Kavita Sharma,,73.27,16,5
2752,Aman Gupta,91.0,87.1,14,23
2753,Krishna Sharma,55.0,51.83,13,13
2754,Akash Sharma,62.0,91.15,16,28
2755,Kunal Patel,,59.26,8,23
2756,Simran Verma,60.0,73.27,8,22
2757,Karan Patel,62.0,98.42,19,29
2758,Prince Gupta,61.0,69.49,18,4
2759,Aman Verma,56.0,50.61,20,5
2760,Ankit Singh,57.0,61.46,4,20
2761,Rahul Patel,65.0,53.89,17,30
2762,Sartak Gupta,52.0,72.0,11,29
2763,Priya Gupta,77.0,74.85,2,19
2764,Harsh Singh,,77.36,3,22
2765,Harsh Patel,99.0,71.42,9,14
2766,Aman Verma,98.0,88.02,15,19
2767,Simran Yadav,42.0,72.35,19,3
2768,Priya Gupta,61.0,95.65,8,14
2769,Lalit Patel,97.0,52.76,4,3
2770,Kavita Yadav,87.0,51.5,14,4
2771,Karan Singh,91.0,77.04,20,5
2772,Kavita Sharma,,66.71,4,28
2773,Anjali Patel,87.0,66.12,14,30
2774,Sahil Gupta,57.0,76.01,2,9
2775,Nobita Gupta,57.0,98.16,19,9
2776,Krishna Patel,99.0,66.98,18,0
2777,Rahul Gupta,88.0,81.68,2,4
2778,Kavita Gupta,67.0,71.02,8,24
2779,Sartak Gupta,46.0,59.34,15,13
2780,Sahil Patel,51.0,98.93,7,12
2781,Lalit Sharma,40.0,67.55,11,22
2782,Meena Yadav,89.0,63.39,6,22
2783,Kavita Gupta,40.0,69.35,19,15
2784,Shichan Verma,61.0,95.95,15,4
2785,Aditya Singh,87.0,50.15,0,21
2786,Ritika Patel,62.0,75.93,18,4
2787,Prince Verma,86.0,92.1,7,30
2788,Shichan Verma,82.0,68.58,2,20
2789,Ritika Gupta,90.0,90.91,18,23
2790,Kunal Patel,90.0,85.85,4,8
2791,Priya Gupta,48.0,80.59,13,4
2792,Kunal Sharma,40.0,74.59,4,1
2793,Karan Gupta,45.0,65.33,2,4
2794,Vivek Yadav,72.0,93.57,14,23
2795,Krishna Verma,,67.66,9,23
2796,Rahul Yadav,,86.56,13,8
2797,Kavita Verma,96.0,84.39,8,9
2798,Shichan Patel,94.0,50.73,3,27
2799,Anjali Verma,74.0,90.79,8,22
2800,Harsh Patel,67.0,71.78,17,11
2801,Sartak Yadav,97.0,82.13,15,16
2802,Karan Patel,59.0,58.86,10,6
2803,Nobita Gupta,,71.5,13,23
2804,Ankit Patel,78.0,78.4,19,3
2805,Aditya Verma,83.0,98.75,7,18
2806,Raj Yadav,47.0,58.75,16,14
2807,Priya Patel,93.0,70.55,0,14
2808,Sahil Singh,,80.25,15,14
2809,Krishna Gupta,53.0,66.1,12,26
2810,Shichan Sharma,60.0,96.93,1,29
2811,Rohit Patel,42.0,83.01,13,21
2812,Anjali Gupta,54.0,81.89,11,0
2813,Harsh Patel,70.0,90.62,18,13
2814,Rohit Verma,43.0,79.0,10,29
2815,Anjali Patel,52.0,72.5,18,27
2816,Sneha Gupta,42.0,51.67,18,12
2817,Ritika Singh,86.0,95.04,9,15
2818,Sahil Yadav,81.0,80.52,12,4
2819,Anjali Gupta,85.0,92.77,15,7
2820,Akash Patel,78.0,80.71,5,13
2821,Meena Gupta,73.0,77.54,1,7
2822,Krishna Yadav,41.0,92.61,10,21
2823,Anjali Yadav,72.0,92.72,6,12
2824,Sahil Singh,92.0,91.06,13,17
2825,Rahul Sharma,74.0,54.39,20,11
2826,Raj Yadav,64.0,69.56,4,12
2827,Anjali Verma,73.0,55.35,11,28
2828,Lalit Yadav,,72.22,11,23
2829,Prince Yadav,56.0,97.21,8,11
2830,Anjali Gupta,85.0,51.5,12,25
2831,Meena Verma,75.0,73.17,15,26
2832,Prince Sharma,56.0,61.57,5,9
2833,Sahil Sharma,69.0,90.32,2,22
2834,Prince Patel,82.0,85.47,13,27
2835,Rohit Patel,53.0,82.13,1,29
2836,Priya Gupta,49.0,95.84,11,2
2837,Vivek Verma,,70.72,13,2
2838,Simran Patel,76.0,81.41,0,7
2839,Simran Yadav,94.0,77.54,4,13
2840,Kunal Sharma,89.0,84.72,6,26
2841,Nobita Patel,,76.81,9,15
2842,Kunal Singh,78.0,81.06,6,12
2843,Karan Yadav,54.0,87.31,19,13
2844,Simran Singh,63.0,89.9,13,28
2845,Vivek Gupta,85.0,59.4,0,26
2846,Prince Singh,79.0,90.43,18,17
2847,Anjali Gupta,,53.46,15,28
2848,Karan Patel,81.0,78.59,16,25
2849,Kunal Yadav,68.0,60.83,10,16
2850,Aditya Verma,79.0,67.47,4,1
2851,Ankit Yadav,88.0,68.84,16,12
2852,Kunal Sharma,53.0,63.1,9,18
2853,Simran Yadav,,57.13,20,8
2854,Shichan Verma,96.0,81.07,4,29
2855,Kunal Yadav,81.0,72.26,0,27
2856,Priya Gupta,81.0,75.85,20,19
2857,Prince Patel,97.0,74.47,12,26
2858,Raj Singh,73.0,98.03,14,5
2859,Sneha Yadav,87.0,82.89,19,15
2860,Aditya Gupta,52.0,52.8,6,9
2861,Priya Yadav,72.0,55.99,18,2
2862,Sahil Yadav,,81.79,8,16
2863,Sneha Patel,56.0,51.29,14,8
2864,Aman Gupta,80.0,91.48,4,3
2865,Aditya Gupta,45.0,78.16,11,2
2866,Ankit Sharma,55.0,76.73,18,11
2867,Akash Patel,50.0,84.14,0,8
2868,Rohit Singh,43.0,93.55,10,20
2869,Ritika Singh,66.0,86.07,20,1
2870,Karan Gupta,67.0,74.63,12,25
2871,Sneha Yadav,60.0,99.92,13,30
2872,Akash Yadav,98.0,67.92,18,28
2873,Rahul Verma,84.0,86.72,18,7
2874,Simran Yadav,97.0,86.94,9,28
2875,Kunal Sharma,90.0,73.23,1,23
2876,Ankit Patel,68.0,69.18,16,18
2877,Aman Sharma,80.0,74.91,15,2
2878,Kunal Patel,97.0,69.78,4,29
2879,Meena Singh,98.0,74.84,15,12
2880,Rohit Sharma,72.0,56.62,8,28
2881,Aditya Patel,67.0,79.83,15,8
2882,Akash Patel,76.0,65.59,15,17
2883,Kunal Singh,66.0,83.44,15,0
2884,Aman Patel,,71.66,5,19
2885,Raj Yadav,53.0,73.82,6,19
2886,Rohit Singh,51.0,96.56,10,21
2887,Prince Singh,83.0,64.15,12,15
2888,Raj Singh,100.0,99.33,7,30
2889,Sahil Yadav,82.0,86.07,16,14
2890,Ankit Yadav,79.0,89.37,18,10
2891,Ritika Verma,82.0,74.43,17,27
2892,Raj Sharma,75.0,92.63,20,5
2893,Meena Gupta,70.0,74.74,7,9
2894,Priya Yadav,85.0,79.64,8,3
2895,Harsh Sharma,82.0,65.01,11,19
2896,Aman Sharma,49.0,81.79,20,13
2897,Anjali Gupta,,66.01,4,20
2898,Vivek Verma,99.0,74.98,19,6
2899,Priya Yadav,92.0,90.52,0,10
2900,Shichan Patel,84.0,50.21,13,13
2901,Lalit Patel,93.0,84.18,9,27
2902,Lalit Patel,75.0,72.68,8,3
2903,Shichan Patel,72.0,83.19,8,24
2904,Aman Sharma,95.0,85.82,4,1
2905,Sahil Gupta,52.0,88.62,4,5
2906,Anjali Verma,81.0,76.53,13,6
2907,Karan Yadav,52.0,60.78,1,16
2908,Simran Verma,87.0,97.31,8,7
2909,Kunal Sharma,48.0,52.43,11,14
2910,Prince Patel,80.0,93.3,18,17
2911,Raj Yadav,62.0,52.31,9,16
2912,Priya Yadav,57.0,74.93,11,23
2913,Rohit Verma,59.0,50.72,3,8
2914,Harsh Singh,62.0,64.49,19,2
2915,Prince Yadav,89.0,81.32,5,25
2916,Nobita Sharma,73.0,73.64,13,12
2917,Akash Patel,96.0,98.47,2,22
2918,Prince Singh,84.0,59.85,17,19
2919,Nobita Patel,82.0,82.94,19,8
2920,Aman Verma,69.0,82.71,4,6
2921,Kavita Verma,55.0,81.83,17,11
2922,Rahul Gupta,91.0,72.15,5,3
2923,Sartak Patel,58.0,85.03,12,30
2924,Ankit Yadav,80.0,98.57,17,19
2925,Sartak Verma,52.0,97.88,1,13
2926,Rahul Verma,44.0,51.08,3,13
2927,Anjali Yadav,62.0,80.78,17,1
2928,Nobita Patel,56.0,88.59,4,6
2929,Akash Patel,64.0,50.05,8,11
2930,Nobita Verma,64.0,86.17,20,13
2931,Krishna Gupta,90.0,92.56,8,2
2932,Ankit Gupta,66.0,70.71,0,0
2933,Anjali Verma,,82.04,1,27
2934,Kavita Gupta,61.0,78.69,15,8
2935,Karan Sharma,62.0,94.2,1,12
2936,Prince Patel,96.0,61.04,19,7
2937,Lalit Sharma,41.0,86.65,17,22
2938,Nobita Singh,97.0,72.8,5,19
2939,Lalit Sharma,98.0,68.38,4,14
2940,Kavita Yadav,61.0,98.0,1,11
2941,Sartak Sharma,67.0,51.27,13,20
2942,Krishna Patel,95.0,98.85,9,15
2943,Nobita Yadav,58.0,61.23,10,3
2944,Simran Sharma,70.0,76.5,0,2
2945,Krishna Verma,66.0,62.36,2,10
2946,Kunal Yadav,,96.37,17,8
2947,Meena Singh,77.0,94.29,2,29
2948,Ankit Yadav,44.0,62.5,16,11
2949,Rohit Sharma,50.0,88.17,3,18
2950,Krishna Yadav,96.0,93.87,1,5
2951,Aman Verma,41.0,79.91,3,13
2952,Sahil Sharma,62.0,52.59,20,12
2953,Meena Yadav,,85.76,1,28
2954,Sneha Verma,,84.1,18,10
2955,Priya Singh,62.0,94.7,0,12
2956,Harsh Sharma,46.0,66.17,3,19
2957,Krishna Sharma,75.0,83.56,11,15
2958,Aman Gupta,,63.07,3,20
2959,Priya Gupta,98.0,62.34,4,11
2960,Lalit Patel,86.0,68.26,6,23
2961,Sartak Gupta,41.0,62.17,7,2
2962,Anjali Sharma,76.0,93.82,3,24
2963,Raj Singh,56.0,71.21,12,19
2964,Sahil Patel,76.0,66.8,3,4
2965,Kavita Gupta,44.0,57.29,8,11
2966,Nobita Gupta,61.0,95.14,13,7
2967,Vivek Yadav,92.0,50.75,19,4
2968,Aman Patel,40.0,99.29,13,24
2969,Karan Singh,71.0,58.18,20,6
2970,Nobita Yadav,59.0,71.14,12,3
2971,Kavita Yadav,62.0,91.41,17,6
2972,Simran Gupta,77.0,89.03,5,0
2973,Anjali Patel,49.0,88.99,12,20
2974,Ankit Verma,85.0,89.85,15,4
2975,Ritika Patel,62.0,52.03,16,28
2976,Akash Patel,78.0,69.54,18,14
2977,Krishna Singh,98.0,63.75,5,29
2978,Ritika Yadav,72.0,97.48,0,25
2979,Priya Patel,79.0,56.54,20,26
2980,Kunal Patel,80.0,80.39,17,6
2981,Anjali Patel,64.0,65.41,5,1
2982,Prince Patel,45.0,96.15,18,25
2983,Sahil Patel,73.0,64.19,13,2
2984,Krishna Sharma,84.0,79.6,16,16
2985,Nobita Patel,50.0,77.46,0,2
2986,Rohit Sharma,71.0,51.14,16,0
2987,Prince Patel,91.0,68.27,17,16
2988,Ankit Verma,97.0,50.05,11,28
2989,Aman Sharma,49.0,96.6,5,28
2990,Lalit Sharma,73.0,63.33,17,21
2991,Vivek Patel,85.0,61.82,13,20
2992,Nobita Singh,43.0,92.16,6,23
2993,Krishna Yadav,99.0,67.74,17,12
2994,Lalit Yadav,98.0,87.8,10,24
2995,Anjali Patel,64.0,91.79,7,15
2996,Sahil Sharma,78.0,56.04,14,4
2997,Raj Gupta,83.0,76.17,16,13
2998,Sneha Gupta,85.0,91.63,6,6
2999,Sartak Singh,52.0,72.78,2,20
3000,Shichan Yadav,70.0,61.86,9,7
3001,Sneha Sharma,49.0,69.96,10,22
3002,Ankit Patel,85.0,51.76,7,19
3003,Ritika Yadav,65.0,78.56,12,24
3004,Kunal Gupta,55.0,55.6,12,14
3005,Shichan Sharma,,70.69,3,21
3006,Akash Singh,43.0,56.83,5,26
3007,Aditya Verma,64.0,91.93,12,26
3008,Sneha Singh,95.0,56.33,6,30
3009,Raj Sharma,93.0,75.05,7,15
3010,Krishna Sharma,86.0,75.66,5,18
3011,Sneha Verma,59.0,77.8,13,0
3012,Karan Patel,60.0,72.28,6,18
3013,Akash Sharma,45.0,70.55,8,24
3014,Aman Yadav,95.0,92.94,5,3
3015,Kavita Singh,61.0,67.41,6,14
3016,Raj Verma,92.0,62.65,17,22
3017,Shichan Singh,49.0,69.34,19,5
3018,Sartak Sharma,68.0,66.59,5,5
3019,Shichan Gupta,93.0,77.65,7,13
3020,Aditya Singh,64.0,78.07,0,0
3021,Sahil Verma,71.0,80.6,0,7
3022,Lalit Gupta,40.0,74.88,20,10
3023,Akash Patel,79.0,80.37,1,23
3024,Nobita Yadav,73.0,89.44,20,18
3025,Karan Verma,82.0,85.11,7,24
3026,Meena Singh,67.0,61.45,16,15
3027,Anjali Verma,64.0,72.47,12,8
3028,Krishna Singh,95.0,97.19,6,6
3029,Karan Sharma,56.0,61.2,18,29
3030,Priya Gupta,66.0,96.6,2,10
3031,Akash Yadav,98.0,84.36,8,18
3032,Krishna Singh,41.0,72.45,15,9
3033,Lalit Gupta,61.0,96.34,10,16
3034,Prince Gupta,46.0,69.62,5,28
3035,Ankit Sharma,46.0,50.21,9,6
3036,Kavita Sharma,49.0,71.58,15,7
3037,Sartak Verma,48.0,88.95,5,7
3038,Rohit Verma,68.0,83.3,14,16
3039,Ritika Verma,,69.61,17,20
3040,Rahul Singh,86.0,54.45,18,25
3041,Aman Verma,58.0,60.45,13,27
3042,Ritika Verma,94.0,63.17,15,6
3043,Ankit Patel,48.0,84.44,9,13
3044,Kavita Gupta,84.0,91.1,16,12
3045,Ankit Singh,55.0,91.85,20,2
3046,Sahil Yadav,84.0,97.93,20,6
3047,Akash Gupta,45.0,73.86,11,18
3048,Rahul Gupta,77.0,74.39,19,19
3049,Simran Singh,75.0,52.59,10,1
3050,Harsh Sharma,89.0,78.77,1,20
3051,Anjali Gupta,49.0,54.96,20,13
3052,Raj Verma,79.0,83.38,8,13
3053,Priya Patel,,90.56,9,23
3054,Anjali Yadav,73.0,58.05,8,15
3055,Raj Patel,56.0,92.89,1,0
3056,Lalit Gupta,88.0,82.19,5,18
3057,Meena Gupta,52.0,59.81,15,10
3058,Prince Patel,97.0,74.6,1,18
3059,Aditya Patel,,76.74,20,12
3060,Aditya Yadav,85.0,67.91,6,14
3061,Sneha Sharma,76.0,60.06,5,29
3062,Raj Sharma,94.0,71.46,9,27
3063,Aman Gupta,97.0,74.41,20,11
3064,Shichan Gupta,68.0,70.68,4,23
3065,Nobita Yadav,66.0,60.94,7,20
3066,Raj Singh,99.0,50.71,16,14
3067,Harsh Gupta,56.0,64.35,12,21
3068,Simran Singh,71.0,78.17,17,22
3069,Aditya Patel,53.0,71.03,17,27
3070,Sartak Sharma,65.0,91.68,9,0
3071,Shichan Sharma,69.0,76.87,10,26
3072,Vivek Patel,54.0,52.84,8,20
3073,Akash Patel,100.0,62.81,19,8
3074,Aman Gupta,49.0,86.46,4,11
3075,Prince Sharma,56.0,70.32,12,13
3076,Aditya Singh,61.0,79.91,4,6
3077,Harsh Sharma,96.0,64.4,13,10
3078,Krishna Sharma,58.0,86.92,2,15
