Roll_No,Name,Result
3807,Akash Sharma,52.0
3808,Rohit Singh,43.0
3809,Prince Patel,65.0
3810,Rohit Sharma,62.0
3811,Raj Gupta,63.0
3812,Raj Verma,95.0
3813,Akash Singh,44.0
3814,Krishna Gupta,69.0
3815,Lalit Sharma,95.0
3816,Vivek Yadav,76.0
3817,Krishna Sharma,99.0
3818,Nobita Gupta,
3819,Lalit Verma,91.0
3820,Aditya Singh,74.0
3821,Priya Singh,71.0
3822,Ritika Sharma,43.0
3823,Sartak Verma,62.0
3824,Harsh Verma,96.0
3825,Lalit Gupta,54.0
3826,Kunal Singh,97.0
3827,Kavita Patel,59.0
3828,Karan Gupta,61.0
3829,Ritika Yadav,70.0
3830,Shichan Patel,80.0
3831,Anjali Patel,66.0
3832,Sartak Sharma,77.0
3833,Aditya Gupta,97.0
3834,Krishna Verma,88.0
3835,Kunal Verma,
3836,Sartak Gupta,89.0
3837,Nobita Verma,55.0
3838,Aditya Patel,66.0
3839,Rohit Verma,93.0
3840,Vivek Singh,51.0
3841,Harsh Singh,62.0
3842,Sartak Verma,94.0
3843,Krishna Verma,50.0
3844,Akash Singh,82.0
3845,Ankit Yadav,
3846,Shichan Yadav,
3847,Rohit Patel,62.0
3848,Akash Patel,78.0
3849,Harsh Singh,62.0
3850,Harsh Patel,51.0
3851,Shichan Gupta,48.0
3852,Rohit Singh,67.0
3853,Ankit Gupta,89.0
3854,Nobita Sharma,53.0
3855,Kavita Sharma,41.0
3856,Ankit Gupta,91.0
3857,Aditya Yadav,95.0
3858,Simran Singh,
3859,Sartak Singh,63.0
3860,Raj Sharma,48.0
3861,Rohit Sharma,55.0
3862,Akash Sharma,45.0
3863,Anjali Gupta,67.0
3864,Ritika Verma,66.0
3865,Anjali Verma,66.0
3866,Nobita Sharma,91.0
3867,Kavita Singh,80.0
3868,Vivek Gupta,86.0
3869,Nobita Sharma,78.0
3870,Karan Yadav,94.0
3871,Meena Verma,
3872,Aditya Verma,92.0
3873,Prince Singh,73.0
3874,Kavita Patel,87.0
3875,Sartak Sharma,45.0
3876,Meena Gupta,45.0
3877,Anjali Sharma,83.0
3878,Lalit Sharma,
3879,Ankit Yadav,54.0
3880,Ritika Singh,45.0
3881,Aditya Gupta,72.0
3882,Rohit Singh,50.0
3883,Sahil Sharma,82.0
3884,Akash Verma,
3885,Raj Sharma,77.0
3886,Karan Verma,84.0
3887,Sahil Patel,43.0
3888,Karan Sharma,41.0
3889,Kunal Singh,50.0
3890,Rohit Sharma,
3891,Ritika Singh,49.0
3892,Shichan Singh,90.0
3893,Sartak Sharma,83.0
3894,Aman Patel,87.0
3895,Meena Yadav,69.0
3896,Kavita Yadav,87.0
3897,Kavita Singh,
3898,Kavita Sharma,76.0
3899,Rohit Verma,56.0
3900,Akash Yadav,97.0
3901,Sneha Singh,63.0
3902,Kunal Sharma,46.0
3903,Rahul Sharma,61.0
3904,Harsh Yadav,47.0
3905,Simran Gupta,82.0
3906,Ritika Yadav,68.0
3907,Simran Sharma,40.0
3908,Simran Gupta,70.0
3909,Harsh Singh,45.0
3910,Kavita Gupta,
3911,Raj Patel,69.0
3912,Prince Sharma,78.0
3913,Prince Yadav,84.0
3914,Lalit Singh,60.0
3915,Lalit Singh,66.0
3916,Akash Verma,42.0
3917,Kunal Singh,57.0
3918,Ritika Sharma,81.0
3919,Vivek Verma,41.0
3920,Sneha Singh,62.0
3921,Akash Patel,44.0
3922,Prince Singh,77.0
3923,Kavita Patel,87.0
3924,Prince Singh,65.0
3925,Prince Singh,99.0
3926,Sneha Singh,49.0
3927,Rahul Patel,66.0
3928,Harsh Singh,86.0
3929,Rohit Sharma,82.0
3930,Rohit Singh,47.0
3931,Ankit Patel,58.0
3932,Priya Sharma,
3933,Simran Singh,93.0
3934,Lalit Singh,44.0
3935,Harsh Singh,79.0
3936,Harsh Singh,84.0
3937,Karan Yadav,43.0
3938,Sneha Verma,73.0
3939,Ankit Patel,64.0
3940,Rohit Verma,54.0
3941,Meena Patel,100.0
3942,Anjali Patel,41.0
3943,Shichan Gupta,65.0
3944,Prince Gupta,99.0
3945,Vivek Yadav,98.0
3946,Aman Yadav,67.0
3947,Meena Sharma,52.0
3948,Nobita Verma,86.0
3949,Rahul Gupta,46.0
3950,Sneha Singh,56.0
3951,Ankit Singh,
3952,Sneha Yadav,52.0
3953,Sahil Verma,
3954,Harsh Verma,40.0
3955,Prince Patel,86.0
3956,Raj Gupta,98.0
3957,Akash Verma,97.0
3958,Harsh Gupta,85.0
3959,Sartak Patel,80.0
3960,Lalit Sharma,56.0
3961,Prince Yadav,49.0
3962,Rohit Gupta,
3963,Raj Patel,48.0
3964,Sartak Verma,92.0
3965,Harsh Gupta,73.0
3966,Simran Singh,86.0
3967,Lalit Sharma,96.0
3968,Sartak Gupta,100.0
3969,Krishna Verma,60.0
3970,Krishna Gupta,75.0
3971,Rohit Verma,58.0
3972,Ritika Yadav,83.0
3973,Karan Yadav,59.0
3974,Rohit Sharma,55.0
3975,Nobita Gupta,82.0
3976,Simran Sharma,48.0
3977,Karan Yadav,61.0
3978,Simran Sharma,77.0
3979,Ritika Yadav,61.0
3980,Kavita Sharma,53.0
3981,Ritika Verma,65.0
3982,Anjali Verma,91.0
3983,Meena Yadav,89.0
3984,Simran Yadav,86.0
3985,Sahil Singh,63.0
3986,Aman Verma,74.0
3987,Raj Patel,74.0
3988,Sartak Verma,89.0
3989,Raj Patel,49.0
3990,Rohit Sharma,72.0
3991,Shichan Singh,57.0
3992,Harsh Gupta,
3993,Simran Sharma,70.0
3994,Aman Gupta,43.0
3995,Meena Singh,75.0
3996,Sahil Singh,65.0
3997,Anjali Patel,40.0
3998,Kavita Patel,90.0
3999,Karan Verma,66.0
4000,Ritika Gupta,67.0
4001,Aman Sharma,67.0
4002,Akash Gupta,86.0
4003,Lalit Singh,84.0
4004,Krishna Patel,
4005,Sneha Sharma,53.0
4006,Lalit Patel,78.0
4007,Aman Singh,77.0
4008,Anjali Verma,95.0
4009,Vivek Patel,90.0
4010,Krishna Verma,55.0
4011,Sahil Sharma,67.0
4012,Sartak Sharma,66.0
4013,Ankit Patel,87.0
4014,Aditya Sharma,45.0
4015,Ritika Sharma,76.0
4016,Kavita Verma,60.0
4017,Lalit Sharma,51.0
4018,Ankit Verma,68.0
4019,Vivek Verma,
4020,Nobita Patel,49.0
4021,Aman Sharma,51.0
4022,Lalit Yadav,80.0
4023,Rahul Patel,80.0
4024,Sahil Sharma,61.0
4025,Simran Yadav,89.0
4026,Prince Verma,69.0
4027,Simran Sharma,92.0
4028,Harsh Yadav,77.0
4029,Ankit Verma,87.0
4030,Sneha Patel,50.0
4031,Prince Verma,81.0
4032,Sneha Patel,51.0
4033,Aditya Gupta,44.0
4034,Harsh Singh,87.0
4035,Raj Sharma,100.0
4036,Rahul Gupta,94.0
4037,Ritika Patel,42.0
4038,Vivek Verma,68.0
4039,Anjali Sharma,57.0
4040,Priya Sharma,68.0
4041,Raj Verma,53.0
4042,Rohit Singh,44.0
4043,Priya Singh,85.0
4044,Raj Patel,41.0
4045,Kunal Verma,76.0
4046,Priya Yadav,
4047,Harsh Sharma,43.0
4048,Aman Singh,71.0
4049,Sahil Gupta,64.0
4050,Harsh Sharma,43.0
4051,Krishna Patel,
4052,Sahil Singh,68.0
4053,Prince Singh,100.0
4054,Vivek Gupta,88.0
4055,Shichan Singh,44.0
4056,Anjali Sharma,96.0
4057,Ankit Gupta,82.0
4058,Aman Verma,90.0
4059,Simran Yadav,78.0
4060,Raj Yadav,76.0
4061,Raj Sharma,76.0
4062,Akash Verma,
4063,Shichan Verma,45.0
4064,Raj Yadav,67.0
4065,Kavita Gupta,43.0
4066,Shichan Gupta,70.0
4067,Rahul Patel,59.0
4068,Sneha Singh,96.0
4069,Priya Singh,96.0
4070,Akash Patel,52.0
4071,Karan Sharma,68.0
4072,Akash Sharma,60.0
4073,Meena Gupta,51.0
4074,Shichan Gupta,66.0
4075,Aditya Singh,74.0
4076,Lalit Yadav,87.0
4077,Meena Yadav,94.0
4078,Priya Patel,47.0
4079,Lalit Verma,67.0
4080,Prince Sharma,42.0
4081,Harsh Gupta,69.0
4082,Nobita Sharma,82.0
4083,Akash Yadav,62.0
4084,Sartak Sharma,52.0
4085,Shichan Sharma,93.0
4086,Kunal Patel,87.0
4087,Prince Verma,72.0
4088,Aditya Yadav,44.0
4089,Karan Gupta,86.0
4090,Simran Singh,96.0
4091,Lalit Sharma,60.0
4092,Sneha Verma,85.0
4093,Sahil Singh,42.0
4094,Anjali Singh,98.0
4095,Krishna Singh,86.0
4096,Meena Patel,64.0
4097,Lalit Gupta,52.0
4098,Akash Patel,46.0
4099,Vivek Yadav,
4100,Rahul Patel,99.0
4101,Sahil Gupta,66.0
4102,Prince Gupta,68.0
4103,Shichan Sharma,82.0
4104,Prince Singh,
4105,Aditya Singh,79.0
4106,Kunal Verma,68.0
4107,Sneha Verma,87.0
4108,Ankit Singh,65.0
4109,Anjali Patel,65.0
4110,Vivek Verma,64.0
4111,Rohit Sharma,
4112,Kunal Singh,51.0
4113,Rohit Patel,99.0
4114,Simran Singh,67.0
4115,Kunal Sharma,79.0
4116,Raj Yadav,56.0
4117,Anjali Singh,55.0
4118,Anjali Singh,79.0
4119,Aman Sharma,91.0
4120,Sahil Verma,77.0
4121,Krishna Verma,78.0
4122,Meena Gupta,67.0
4123,Kunal Yadav,98.0
4124,Rahul Yadav,90.0
4125,Meena Patel,85.0
4126,Kunal Yadav,67.0
4127,Sahil Yadav,60.0
4128,Krishna Sharma,52.0
4129,Aditya Sharma,62.0
4130,Lalit Sharma,63.0
4131,Harsh Gupta,82.0
4132,Aman Gupta,89.0
4133,Vivek Sharma,54.0
4134,Simran Sharma,43.0
4135,Aman Singh,49.0
4136,Rahul Sharma,93.0
4137,Harsh Singh,54.0
4138,Rahul Yadav,79.0
4139,Aditya Yadav,64.0
4140,Anjali Verma,40.0
4141,Karan Patel,61.0
4142,Sneha Verma,69.0
4143,Sneha Verma,97.0
4144,Lalit Sharma,58.0
4145,Ankit Gupta,91.0
4146,Meena Yadav,60.0
4147,Kavita Gupta,
4148,Sneha Yadav,76.0
4149,Raj Patel,
4150,Nobita Verma,99.0
4151,Lalit Patel,62.0
4152,Harsh Yadav,
4153,Harsh Singh,74.0
4154,Ritika Patel,46.0
4155,Sahil Yadav,45.0
4156,Prince Gupta,54.0
4157,Harsh Verma,
4158,Kunal Singh,44.0
4159,Sahil Gupta,47.0
4160,Karan Sharma,93.0
4161,Kunal Verma,93.0
4162,Meena Sharma,41.0
4163,Krishna Yadav,66.0
4164,Rohit Verma,82.0
4165,Karan Gupta,91.0
4166,Krishna Yadav,68.0
4167,Sartak Verma,
4168,Rahul Sharma,45.0
4169,Aman Patel,82.0
4170,Krishna Singh,71.0
4171,Karan Gupta,95.0
4172,Nobita Patel,78.0
4173,Kunal Verma,64.0
4174,Rohit Gupta,55.0
4175,Rahul Sharma,68.0
4176,Prince Verma,89.0
4177,Simran Gupta,55.0
4178,Aditya Singh,83.0
4179,Akash Verma,90.0
4180,Shichan Patel,66.0
4181,Rohit Singh,89.0
4182,Prince Patel,85.0
4183,Harsh Verma,97.0
4184,Simran Gupta,58.0
4185,Rohit Verma,79.0
4186,Nobita Sharma,62.0
4187,Sneha Gupta,45.0
4188,Simran Yadav,44.0
4189,Krishna Sharma,41.0
4190,Kavita Gupta,80.0
4191,Meena Yadav,48.0
4192,Vivek Verma,44.0
4193,Anjali Verma,44.0
4194,Lalit Gupta,
4195,Rohit Sharma,67.0
4196,Lalit Sharma,63.0
4197,Ankit Verma,48.0
4198,Harsh Patel,75.0
4199,Harsh Yadav,81.0
4200,Sneha Gupta,
4201,Shichan Sharma,
4202,Meena Yadav,84.0
4203,Sneha Singh,51.0
4204,Nobita Yadav,68.0
4205,Anjali Patel,65.0
4206,Lalit Singh,43.0
4207,Kunal Yadav,51.0
4208,Rahul Gupta,78.0
4209,Shichan Patel,75.0
4210,Akash Verma,80.0
4211,Lalit Singh,71.0
4212,Meena Verma,59.0
4213,Kunal Verma,100.0
4214,Kavita Gupta,90.0
4215,Priya Yadav,74.0
4216,Rohit Patel,68.0
4217,Karan Yadav,85.0
4218,Lalit Singh,76.0
4219,Lalit Singh,75.0
4220,Ritika Yadav,95.0
4221,Rohit Yadav,
4222,Priya Verma,66.0
4223,Aman Yadav,84.0
4224,Kunal Patel,77.0
4225,Ankit Patel,57.0
4226,Harsh Singh,49.0
4227,Kavita Gupta,60.0
4228,Akash Verma,83.0
4229,Raj Patel,80.0
4230,Krishna Gupta,62.0
4231,Kavita Yadav,55.0
4232,Lalit Verma,55.0
4233,Simran Sharma,52.0
4234,Nobita Gupta,86.0
4235,Meena Gupta,93.0
4236,Priya Patel,98.0
4237,Aman Verma,54.0
4238,Shichan Yadav,81.0
4239,Vivek Singh,75.0
4240,Rohit Gupta,88.0
4241,Sartak Patel,56.0
4242,Lalit Sharma,97.0
4243,Nobita Patel,81.0
4244,Ankit Sharma,80.0
4245,Rohit Sharma,93.0
4246,Priya Yadav,87.0
4247,Sneha Singh,43.0
4248,Harsh Sharma,51.0
4249,Aman Singh,94.0
4250,Karan Patel,95.0
4251,Meena Patel,
4252,Kunal Singh,88.0
4253,Simran Singh,71.0
4254,Sneha Yadav,50.0
4255,Kavita Yadav,78.0
4256,Rahul Patel,48.0
4257,Priya Verma,68.0
4258,Rohit Verma,91.0
4259,Rahul Singh,68.0
4260,Rahul Sharma,65.0
4261,Aman Sharma,93.0
4262,Kunal Verma,90.0
4263,Ankit Verma,56.0
4264,Lalit Singh,
4265,Simran Yadav,81.0
4266,Aditya Singh,47.0
4267,Anjali Gupta,75.0
4268,Sartak Patel,68.0
4269,Sneha Verma,86.0
4270,Aman Patel,76.0
4271,Kavita Yadav,92.0
4272,Karan Yadav,48.0
4273,Kunal Verma,99.0
4274,Rohit Patel,80.0
4275,Ritika Verma,60.0
4276,Harsh Sharma,50.0
4277,Prince Sharma,67.0
4278,Harsh Verma,100.0
4279,Kunal Verma,62.0
4280,Sartak Singh,70.0
4281,Harsh Verma,80.0
4282,Nobita Singh,66.0
4283,Shichan Sharma,100.0
4284,Karan Sharma,86.0
4285,Harsh Singh,64.0
4286,Karan Yadav,
4287,Sartak Verma,49.0
4288,Meena Singh,40.0
4289,Aditya Yadav,74.0
4290,Raj Singh,46.0
4291,Prince Gupta,80.0
4292,Vivek Yadav,80.0
4293,Kunal Gupta,42.0
4294,Rohit Verma,92.0
4295,Aditya Patel,40.0
4296,Priya Singh,87.0
4297,Ankit Gupta,52.0
4298,Lalit Patel,72.0
4299,Sartak Yadav,64.0
4300,Prince Sharma,48.0
4301,Sneha Gupta,94.0
4302,Sartak Yadav,74.0
4303,Rohit Sharma,55.0
4304,Ritika Yadav,95.0
4305,Meena Patel,95.0
4306,Sartak Verma,49.0
4307,Karan Singh,78.0
4308,Lalit Singh,61.0
4309,Karan Patel,85.0
4310,Meena Sharma,69.0
4311,Meena Verma,56.0
4312,Sahil Singh,92.0
4313,Sartak Gupta,
4314,Rohit Patel,71.0
4315,Nobita Patel,56.0
4316,Raj Patel,40.0
4317,Sartak Verma,87.0
4318,Ritika Sharma,53.0
4319,Aditya Gupta,49.0
4320,Harsh Gupta,40.0
4321,Sneha Yadav,98.0
4322,Prince Yadav,47.0
4323,Sneha Verma,97.0
4324,Priya Gupta,
4325,Aditya Yadav,77.0
4326,Aman Verma,
4327,Shichan Patel,80.0
4328,Lalit Verma,84.0
4329,Sahil Gupta,52.0
4330,Rohit Verma,62.0
4331,Aman Sharma,65.0
4332,Nobita Verma,
4333,Nobita Verma,83.0
4334,Kavita Patel,93.0
4335,Sneha Gupta,
4336,Aditya Verma,92.0
4337,Shichan Singh,65.0
4338,Krishna Verma,70.0
4339,Ankit Singh,94.0
4340,Kavita Gupta,67.0
4341,Anjali Singh,
4342,Harsh Singh,55.0
4343,Sneha Verma,79.0
4344,Harsh Verma,45.0
4345,Akash Gupta,94.0
4346,Nobita Gupta,97.0
4347,Harsh Patel,98.0
4348,Priya Verma,51.0
4349,Karan Sharma,78.0
4350,Vivek Gupta,91.0
4351,Sahil Gupta,50.0
4352,Priya Patel,97.0
4353,Aditya Gupta,83.0
4354,Nobita Singh,81.0
4355,Sartak Gupta,56.0
4356,Shichan Patel,54.0
4357,Sneha Verma,98.0
4358,Ankit Yadav,57.0
4359,Akash Singh,88.0
4360,Karan Yadav,76.0
4361,Rohit Yadav,65.0
4362,Ritika Gupta,56.0
4363,Aditya Sharma,90.0
4364,Rohit Yadav,77.0
4365,Ankit Verma,64.0
4366,Rohit Sharma,64.0
4367,Sartak Yadav,69.0
4368,Harsh Singh,78.0
4369,Ritika Gupta,
4370,Simran Singh,94.0
4371,Harsh Yadav,62.0
4372,Kavita Verma,95.0
4373,Rohit Patel,53.0
4374,Kunal Gupta,96.0
4375,Sneha Patel,62.0
4376,Simran Singh,64.0
4377,Kavita Gupta,90.0
4378,Sartak Yadav,63.0
4379,Sahil Gupta,53.0
4380,Krishna Gupta,92.0
4381,Kunal Patel,66.0
4382,Ritika Singh,74.0
4383,Priya Singh,
4384,Rohit Yadav,56.0
4385,Sahil Verma,63.0
4386,Ritika Patel,99.0
4387,Akash Patel,52.0
4388,Vivek Patel,92.0
4389,Aman Yadav,73.0
4390,Harsh Singh,58.0
4391,Krishna Singh,96.0
4392,Meena Gupta,89.0
4393,Ankit Singh,71.0
4394,Sahil Verma,55.0
4395,Akash Verma,87.0
4396,Karan Singh,70.0
4397,Sahil Yadav,49.0
4398,Anjali Verma,40.0
4399,Anjali Gupta,90.0
4400,Kunal Gupta,100.0
4401,Sartak Sharma,89.0
4402,Rohit Gupta,65.0
4403,Simran Gupta,96.0
4404,Karan Gupta,56.0
4405,Akash Singh,82.0
4406,Shichan Gupta,55.0
4407,Priya Singh,82.0
4408,Krishna Yadav,57.0
4409,Kavita Yadav,
4410,Priya Gupta,66.0
4411,Prince Singh,47.0
4412,Akash Sharma,56.0
4413,Ritika Verma,95.0
4414,Rahul Patel,54.0
4415,Sahil Yadav,64.0
4416,Vivek Yadav,70.0
4417,Lalit Yadav,83.0
4418,Ankit Verma,
4419,Raj Verma,87.0
4420,Ritika Sharma,89.0
4421,Shichan Yadav,61.0
4422,Prince Yadav,73.0
4423,Ritika Patel,86.0
4424,Sneha Sharma,74.0
4425,Ankit Patel,87.0
4426,Harsh Gupta,79.0
4427,Prince Sharma,93.0
4428,Prince Gupta,45.0
4429,Aman Verma,61.0
4430,Krishna Gupta,61.0
4431,Kunal Singh,67.0
4432,Simran Yadav,89.0
4433,Aditya Gupta,56.0
4434,Akash Verma,55.0
4435,Rahul Yadav,
4436,Aditya Sharma,42.0
4437,Harsh Patel,88.0
4438,Karan Patel,81.0
4439,Karan Patel,91.0
4440,Vivek Sharma,79.0
4441,Kunal Yadav,
4442,Prince Gupta,64.0
4443,Meena Gupta,77.0
4444,Ritika Singh,58.0
4445,Nobita Sharma,79.0
4446,Sneha Patel,
4447,Prince Gupta,99.0
4448,Krishna Gupta,42.0
4449,Sartak Singh,55.0
4450,Shichan Patel,95.0
4451,Sneha Singh,40.0
4452,Sneha Verma,78.0
4453,Krishna Patel,79.0
4454,Priya Yadav,66.0
4455,Aditya Sharma,92.0
4456,Rohit Gupta,52.0
4457,Vivek Verma,76.0
4458,Rohit Verma,59.0
4459,Karan Gupta,47.0
4460,Krishna Patel,44.0
4461,Rohit Sharma,54.0
4462,Aman Gupta,44.0
4463,Shichan Gupta,
4464,Prince Singh,82.0
4465,Raj Yadav,40.0
4466,Sartak Verma,46.0
4467,Sahil Sharma,49.0
4468,Meena Verma,100.0
4469,Aditya Gupta,
4470,Krishna Singh,76.0
4471,Raj Yadav,92.0
4472,Akash Verma,
4473,Prince Patel,72.0
4474,Shichan Patel,74.0
4475,Nobita Verma,76.0
4476,Akash Gupta,43.0
4477,Kavita Gupta,50.0
4478,Nobita Patel,66.0
4479,Rohit Singh,80.0
4480,Kavita Sharma,44.0
4481,Nobita Patel,97.0
4482,Shichan Sharma,80.0
4483,Vivek Sharma,45.0
4484,Akash Yadav,43.0
4485,Anjali Verma,73.0
4486,Aman Sharma,41.0
4487,Meena Singh,68.0
4488,Raj Yadav,
4489,Krishna Patel,84.0
4490,Nobita Verma,87.0
4491,Raj Gupta,74.0
4492,Priya Verma,60.0
4493,Prince Verma,73.0
4494,Aditya Gupta,77.0
4495,Aman Verma,48.0
4496,Rohit Singh,91.0
4497,Ritika Sharma,60.0
4498,Sneha Sharma,49.0
4499,Rohit Patel,77.0
4500,Rohit Gupta,88.0
4501,Sneha Sharma,44.0
4502,Kavita Patel,89.0
4503,Ritika Verma,52.0
4504,Prince Verma,63.0
4505,Nobita Sharma,63.0
4506,Kavita Gupta,
4507,Meena Verma,62.0
4508,Simran Gupta,63.0
4509,Sneha Singh,93.0
4510,Lalit Yadav,55.0
4511,Anjali Singh,58.0
4512,Rohit Verma,
4513,Aman Verma,85.0
4514,Lalit Gupta,88.0
4515,Karan Singh,70.0
4516,Aditya Patel,87.0
4517,Karan Gupta,44.0
4518,Karan Yadav,47.0
4519,Rohit Verma,41.0
4520,Akash Singh,78.0
4521,Kunal Verma,
4522,Aditya Gupta,80.0
4523,Akash Sharma,43.0
4524,Ankit Verma,65.0
4525,Kavita Patel,
4526,Ankit Singh,82.0
4527,Sartak Sharma,49.0
4528,Kunal Patel,78.0
4529,Nobita Verma,61.0
4530,Priya Yadav,94.0
4531,Simran Gupta,88.0
4532,Sartak Singh,50.0
4533,Raj Yadav,59.0
4534,Ritika Patel,
4535,Meena Patel,79.0
4536,Anjali Gupta,49.0
4537,Harsh Singh,77.0
4538,Karan Patel,51.0
4539,Sahil Singh,100.0
4540,Simran Gupta,
4541,Simran Gupta,76.0
4542,Ankit Patel,98.0
4543,Sneha Gupta,66.0
4544,Lalit Patel,64.0
4545,Nobita Gupta,98.0
4546,Nobita Patel,96.0
4547,Rahul Yadav,41.0
4548,Lalit Gupta,58.0
4549,Shichan Verma,82.0
4550,Vivek Singh,44.0
4551,Aman Sharma,41.0
4552,Harsh Sharma,62.0
4553,Harsh Yadav,76.0
4554,Vivek Yadav,94.0
4555,Harsh Sharma,47.0
4556,Priya Singh,90.0
4557,Prince Verma,58.0
4558,Anjali Sharma,44.0
4559,Krishna Patel,68.0
4560,Nobita Verma,41.0
4561,Anjali Yadav,59.0
4562,Sahil Patel,77.0
4563,Simran Gupta,67.0
4564,Ritika Yadav,75.0
4565,Ritika Yadav,93.0
4566,Ankit Patel,78.0
4567,Prince Patel,86.0
4568,Rahul Yadav,52.0
4569,Shichan Patel,74.0
4570,Vivek Singh,61.0
4571,Harsh Patel,44.0
4572,Shichan Gupta,55.0
4573,Rahul Patel,65.0
4574,Shichan Gupta,96.0
4575,Rahul Gupta,79.0
4576,Aman Verma,79.0
4577,Priya Yadav,60.0
4578,Aman Patel,
4579,Ankit Patel,68.0
4580,Simran Singh,94.0
4581,Harsh Verma,99.0
4582,Aman Verma,86.0
4583,Ankit Verma,49.0
4584,Nobita Sharma,41.0
4585,Aditya Sharma,77.0
4586,Meena Singh,63.0
4587,Meena Yadav,93.0
4588,Rahul Verma,64.0
4589,Rohit Gupta,49.0
4590,Sahil Patel,72.0
4591,Rahul Sharma,70.0
4592,Priya Verma,71.0
4593,Vivek Singh,
4594,Harsh Singh,45.0
4595,Ankit Singh,75.0
4596,Harsh Sharma,
4597,Rohit Verma,91.0
4598,Ankit Sharma,
4599,Nobita Verma,82.0
4600,Simran Singh,60.0
4601,Ritika Verma,77.0
4602,Lalit Yadav,98.0
4603,Priya Sharma,51.0
4604,Kunal Verma,82.0
4605,Prince Singh,78.0
4606,Sneha Verma,96.0
4607,Kunal Yadav,93.0
4608,Raj Patel,95.0
4609,Aditya Singh,92.0
4610,Anjali Singh,47.0
4611,Ritika Patel,60.0
4612,Kavita Gupta,79.0
4613,Nobita Yadav,80.0
4614,Ritika Verma,71.0
4615,Aman Sharma,57.0
4616,Priya Verma,77.0
4617,Harsh Sharma,89.0
4618,Kunal Verma,75.0
4619,Nobita Yadav,59.0
4620,Nobita Gupta,80.0
4621,Aditya Singh,90.0
4622,Karan Yadav,70.0
4623,Rohit Verma,72.0
4624,Kunal Gupta,81.0
4625,Kavita Yadav,44.0
4626,Sahil Verma,61.0
4627,Sneha Gupta,83.0
4628,Sneha Patel,76.0
4629,Harsh Yadav,68.0
4630,Raj Sharma,62.0
4631,Kunal Gupta,97.0
4632,Rahul Gupta,68.0
4633,Simran Yadav,45.0
4634,Aman Singh,40.0
4635,Priya Verma,61.0
4636,Krishna Singh,69.0
4637,Vivek Verma,70.0
4638,Aditya Singh,47.0
4639,Sneha Patel,97.0
4640,Harsh Singh,69.0
4641,Ankit Gupta,
4642,Ankit Patel,40.0
4643,Lalit Yadav,99.0
4644,Raj Patel,95.0
4645,Lalit Sharma,94.0
4646,Sartak Sharma,71.0
4647,Sneha Yadav,74.0
4648,Priya Verma,74.0
4649,Ritika Singh,78.0
4650,Prince Patel,46.0
4651,Karan Patel,50.0
4652,Sneha Verma,73.0
4653,Kunal Singh,58.0
4654,Sartak Yadav,91.0
4655,Rahul Patel,57.0
4656,Harsh Sharma,69.0
4657,Rahul Gupta,46.0
4658,Akash Patel,91.0
4659,Ritika Singh,87.0
4660,Aman Verma,42.0
4661,Raj Singh,
4662,Aman Patel,61.0
4663,Rahul Sharma,73.0
4664,Simran Singh,
4665,Aditya Yadav,48.0
4666,Ritika Verma,93.0
4667,Aditya Patel,52.0
4668,Rahul Yadav,43.0
4669,Simran Patel,84.0
4670,Aditya Yadav,73.0
4671,Harsh Patel,78.0
4672,Simran Gupta,81.0
4673,Kunal Sharma,54.0
4674,Simran Gupta,40.0
4675,Raj Yadav,93.0
4676,Sneha Sharma,75.0
4677,Rohit Verma,95.0
4678,Harsh Gupta,51.0
4679,Krishna Verma,45.0
4680,Ankit Yadav,58.0
4681,Meena Patel,91.0
4682,Ritika Gupta,61.0
4683,Simran Yadav,82.0
4684,Nobita Gupta,47.0
4685,Ankit Yadav,74.0
4686,Sneha Verma,91.0
4687,Raj Patel,73.0
4688,Sartak Sharma,73.0
4689,Ankit Patel,67.0
4690,Ritika Gupta,54.0
4691,Krishna Gupta,63.0
4692,Shichan Singh,86.0
4693,Aman Gupta,66.0
4694,Krishna Patel,65.0
4695,Rohit Patel,45.0
4696,Kunal Singh,75.0
4697,Sneha Gupta,96.0
4698,Simran Singh,48.0
4699,Sneha Sharma,86.0
4700,Akash Yadav,73.0
4701,Vivek Singh,91.0
4702,Meena Sharma,78.0
4703,Anjali Yadav,48.0
4704,Harsh Yadav,49.0
4705,Simran Yadav,66.0
4706,Rahul Verma,81.0
4707,Priya Verma,43.0
4708,Lalit Verma,
4709,Priya Singh,84.0
4710,Simran Yadav,47.0
4711,Rohit Sharma,87.0
4712,Nobita Patel,89.0
4713,Sahil Sharma,99.0
4714,Prince Verma,
4715,Kunal Patel,98.0
4716,Simran Yadav,64.0
4717,Harsh Sharma,68.0
4718,Vivek Singh,55.0
4719,Anjali Gupta,43.0
4720,Harsh Yadav,93.0
4721,Raj Yadav,68.0
4722,Kunal Sharma,54.0
4723,Aman Yadav,89.0
4724,Sartak Gupta,
4725,Kunal Gupta,72.0
4726,Meena Yadav,
4727,Rahul Sharma,80.0
4728,Sartak Singh,64.0
4729,Karan Sharma,66.0
4730,Prince Patel,66.0
4731,Meena Patel,70.0
4732,Nobita Patel,91.0
4733,Anjali Patel,84.0
4734,Lalit Patel,93.0
4735,Simran Singh,85.0
4736,Meena Gupta,
4737,Kunal Sharma,47.0
4738,Kunal Singh,41.0
4739,Prince Yadav,63.0
4740,Akash Sharma,60.0
4741,Anjali Verma,90.0
